id,type,shapefile_id,name,sql
2,State,1,New South Wales,"insert into regions values(2,null,1,'New South Wales','New South Wales',null,null,1,0,'State');"
3,State,2,Victoria,"insert into regions values(3,null,2,'Victoria','Victoria',null,null,1,0,'State');"
4,State,3,Queensland,"insert into regions values(4,null,3,'Queensland','Queensland',null,null,1,0,'State');"
5,State,4,South Australia,"insert into regions values(5,null,4,'South Australia','South Australia',null,null,1,0,'State');"
6,State,5,Western Australia,"insert into regions values(6,null,5,'Western Australia','Western Australia',null,null,1,0,'State');"
7,State,6,Tasmania,"insert into regions values(7,null,6,'Tasmania','Tasmania',null,null,1,0,'State');"
8,State,7,Northern Territory,"insert into regions values(8,null,7,'Northern Territory','Northern Territory',null,null,1,0,'State');"
9,State,8,Australian Capital Territory,"insert into regions values(9,null,8,'Australian Capital Territory','Australian Capital Territory',null,null,1,0,'State');"
10,State,9,Other Territories,"insert into regions values(10,null,9,'Other Territories','Other Territories',null,null,1,0,'State');"
12,NRM,0,ACT,"insert into regions values(12,null,0,'ACT','ACT',null,null,1,0,'NRM');"
13,NRM,1,Adelaide and Mount Lofty Ranges,"insert into regions values(13,null,1,'Adelaide and Mount Lofty Ranges','Adelaide and Mount Lofty Ranges',null,null,1,0,'NRM');"
14,NRM,2,Alinytjara Wilurara,"insert into regions values(14,null,2,'Alinytjara Wilurara','Alinytjara Wilurara',null,null,1,0,'NRM');"
15,NRM,3,Ashmore and Cartier Islands,"insert into regions values(15,null,3,'Ashmore and Cartier Islands','Ashmore and Cartier Islands',null,null,1,0,'NRM');"
16,NRM,4,Avon,"insert into regions values(16,null,4,'Avon','Avon',null,null,1,0,'NRM');"
17,NRM,5,Border Rivers Maranoa-Balonne,"insert into regions values(17,null,5,'Border Rivers Maranoa-Balonne','Border Rivers Maranoa-Balonne',null,null,1,0,'NRM');"
18,NRM,6,Border Rivers-Gwydir,"insert into regions values(18,null,6,'Border Rivers-Gwydir','Border Rivers-Gwydir',null,null,1,0,'NRM');"
19,NRM,7,Burdekin,"insert into regions values(19,null,7,'Burdekin','Burdekin',null,null,1,0,'NRM');"
20,NRM,8,Burnett Mary,"insert into regions values(20,null,8,'Burnett Mary','Burnett Mary',null,null,1,0,'NRM');"
21,NRM,9,Cape York,"insert into regions values(21,null,9,'Cape York','Cape York',null,null,1,0,'NRM');"
22,NRM,10,Central West,"insert into regions values(22,null,10,'Central West','Central West',null,null,1,0,'NRM');"
23,NRM,11,Christmas Island,"insert into regions values(23,null,11,'Christmas Island','Christmas Island',null,null,1,0,'NRM');"
24,NRM,12,Cocos Keeling Islands,"insert into regions values(24,null,12,'Cocos Keeling Islands','Cocos Keeling Islands',null,null,1,0,'NRM');"
25,NRM,13,Condamine,"insert into regions values(25,null,13,'Condamine','Condamine',null,null,1,0,'NRM');"
26,NRM,14,Cooperative Management Area,"insert into regions values(26,null,14,'Cooperative Management Area','Cooperative Management Area',null,null,1,0,'NRM');"
27,NRM,15,Corangamite,"insert into regions values(27,null,15,'Corangamite','Corangamite',null,null,1,0,'NRM');"
28,NRM,16,Desert Channels,"insert into regions values(28,null,16,'Desert Channels','Desert Channels',null,null,1,0,'NRM');"
29,NRM,17,East Gippsland,"insert into regions values(29,null,17,'East Gippsland','East Gippsland',null,null,1,0,'NRM');"
30,NRM,18,Eyre Peninsula,"insert into regions values(30,null,18,'Eyre Peninsula','Eyre Peninsula',null,null,1,0,'NRM');"
31,NRM,19,Fitzroy,"insert into regions values(31,null,19,'Fitzroy','Fitzroy',null,null,1,0,'NRM');"
32,NRM,20,Glenelg Hopkins,"insert into regions values(32,null,20,'Glenelg Hopkins','Glenelg Hopkins',null,null,1,0,'NRM');"
33,NRM,21,Goulburn Broken,"insert into regions values(33,null,21,'Goulburn Broken','Goulburn Broken',null,null,1,0,'NRM');"
34,NRM,22,Hawkesbury-Nepean,"insert into regions values(34,null,22,'Hawkesbury-Nepean','Hawkesbury-Nepean',null,null,1,0,'NRM');"
35,NRM,23,Heard and McDonald Islands,"insert into regions values(35,null,23,'Heard and McDonald Islands','Heard and McDonald Islands',null,null,1,0,'NRM');"
36,NRM,24,Hunter-Central Rivers,"insert into regions values(36,null,24,'Hunter-Central Rivers','Hunter-Central Rivers',null,null,1,0,'NRM');"
37,NRM,25,Kangaroo Island,"insert into regions values(37,null,25,'Kangaroo Island','Kangaroo Island',null,null,1,0,'NRM');"
38,NRM,26,Lachlan,"insert into regions values(38,null,26,'Lachlan','Lachlan',null,null,1,0,'NRM');"
39,NRM,27,Lower Murray Darling,"insert into regions values(39,null,27,'Lower Murray Darling','Lower Murray Darling',null,null,1,0,'NRM');"
40,NRM,28,Mackay Whitsunday,"insert into regions values(40,null,28,'Mackay Whitsunday','Mackay Whitsunday',null,null,1,0,'NRM');"
41,NRM,29,Mallee,"insert into regions values(41,null,29,'Mallee','Mallee',null,null,1,0,'NRM');"
42,NRM,30,Murray,"insert into regions values(42,null,30,'Murray','Murray',null,null,1,0,'NRM');"
43,NRM,31,Murrumbidgee,"insert into regions values(43,null,31,'Murrumbidgee','Murrumbidgee',null,null,1,0,'NRM');"
44,NRM,32,Namoi,"insert into regions values(44,null,32,'Namoi','Namoi',null,null,1,0,'NRM');"
45,NRM,33,Norfolk Island,"insert into regions values(45,null,33,'Norfolk Island','Norfolk Island',null,null,1,0,'NRM');"
46,NRM,34,North,"insert into regions values(46,null,34,'North','North',null,null,1,0,'NRM');"
47,NRM,35,North Central,"insert into regions values(47,null,35,'North Central','North Central',null,null,1,0,'NRM');"
48,NRM,36,North East,"insert into regions values(48,null,36,'North East','North East',null,null,1,0,'NRM');"
49,NRM,37,North West,"insert into regions values(49,null,37,'North West','North West',null,null,1,0,'NRM');"
50,NRM,38,Northern Agricultural,"insert into regions values(50,null,38,'Northern Agricultural','Northern Agricultural',null,null,1,0,'NRM');"
51,NRM,39,Northern Gulf,"insert into regions values(51,null,39,'Northern Gulf','Northern Gulf',null,null,1,0,'NRM');"
52,NRM,40,Northern Rivers,"insert into regions values(52,null,40,'Northern Rivers','Northern Rivers',null,null,1,0,'NRM');"
53,NRM,41,Northern Rivers - Lord Howe Island,"insert into regions values(53,null,41,'Northern Rivers - Lord Howe Island','Northern Rivers - Lord Howe Island',null,null,1,0,'NRM');"
54,NRM,42,Northern Territory,"insert into regions values(54,null,42,'Northern Territory','Northern Territory',null,null,1,0,'NRM');"
55,NRM,43,Northern and Yorke,"insert into regions values(55,null,43,'Northern and Yorke','Northern and Yorke',null,null,1,0,'NRM');"
56,NRM,44,Perth,"insert into regions values(56,null,44,'Perth','Perth',null,null,1,0,'NRM');"
57,NRM,45,Port Phillip and Western Port,"insert into regions values(57,null,45,'Port Phillip and Western Port','Port Phillip and Western Port',null,null,1,0,'NRM');"
58,NRM,46,Rangelands,"insert into regions values(58,null,46,'Rangelands','Rangelands',null,null,1,0,'NRM');"
59,NRM,47,South,"insert into regions values(59,null,47,'South','South',null,null,1,0,'NRM');"
60,NRM,48,South - Macquarie Islands,"insert into regions values(60,null,48,'South - Macquarie Islands','South - Macquarie Islands',null,null,1,0,'NRM');"
61,NRM,49,South Australian Arid Lands,"insert into regions values(61,null,49,'South Australian Arid Lands','South Australian Arid Lands',null,null,1,0,'NRM');"
62,NRM,50,South Australian Murray Darling Basin,"insert into regions values(62,null,50,'South Australian Murray Darling Basin','South Australian Murray Darling Basin',null,null,1,0,'NRM');"
63,NRM,51,South Coast,"insert into regions values(63,null,51,'South Coast','South Coast',null,null,1,0,'NRM');"
64,NRM,52,South East,"insert into regions values(64,null,52,'South East','South East',null,null,1,0,'NRM');"
65,NRM,53,South East Queensland,"insert into regions values(65,null,53,'South East Queensland','South East Queensland',null,null,1,0,'NRM');"
66,NRM,54,South West,"insert into regions values(66,null,54,'South West','South West',null,null,1,0,'NRM');"
67,NRM,55,South West Queensland,"insert into regions values(67,null,55,'South West Queensland','South West Queensland',null,null,1,0,'NRM');"
68,NRM,56,Southern Gulf,"insert into regions values(68,null,56,'Southern Gulf','Southern Gulf',null,null,1,0,'NRM');"
69,NRM,57,Southern Rivers,"insert into regions values(69,null,57,'Southern Rivers','Southern Rivers',null,null,1,0,'NRM');"
70,NRM,58,Sydney Metro,"insert into regions values(70,null,58,'Sydney Metro','Sydney Metro',null,null,1,0,'NRM');"
71,NRM,59,Torres Strait,"insert into regions values(71,null,59,'Torres Strait','Torres Strait',null,null,1,0,'NRM');"
72,NRM,60,West Gippsland,"insert into regions values(72,null,60,'West Gippsland','West Gippsland',null,null,1,0,'NRM');"
73,NRM,61,Western,"insert into regions values(73,null,61,'Western','Western',null,null,1,0,'NRM');"
74,NRM,62,Wet Tropics,"insert into regions values(74,null,62,'Wet Tropics','Wet Tropics',null,null,1,0,'NRM');"
75,NRM,63,Wimmera,"insert into regions values(75,null,63,'Wimmera','Wimmera',null,null,1,0,'NRM');"
77,IBRA,1,Arnhem Coast,"insert into regions values(77,null,1,'Arnhem Coast','Arnhem Coast',null,null,1,0,'IBRA');"
78,IBRA,2,Arnhem Plateau,"insert into regions values(78,null,2,'Arnhem Plateau','Arnhem Plateau',null,null,1,0,'IBRA');"
79,IBRA,3,Australian Alps,"insert into regions values(79,null,3,'Australian Alps','Australian Alps',null,null,1,0,'IBRA');"
80,IBRA,4,Avon Wheatbelt,"insert into regions values(80,null,4,'Avon Wheatbelt','Avon Wheatbelt',null,null,1,0,'IBRA');"
81,IBRA,5,Brigalow Belt North,"insert into regions values(81,null,5,'Brigalow Belt North','Brigalow Belt North',null,null,1,0,'IBRA');"
82,IBRA,6,Brigalow Belt South,"insert into regions values(82,null,6,'Brigalow Belt South','Brigalow Belt South',null,null,1,0,'IBRA');"
83,IBRA,7,Ben Lomond,"insert into regions values(83,null,7,'Ben Lomond','Ben Lomond',null,null,1,0,'IBRA');"
84,IBRA,8,Broken Hill Complex,"insert into regions values(84,null,8,'Broken Hill Complex','Broken Hill Complex',null,null,1,0,'IBRA');"
85,IBRA,9,Burt Plain,"insert into regions values(85,null,9,'Burt Plain','Burt Plain',null,null,1,0,'IBRA');"
86,IBRA,10,Carnarvon,"insert into regions values(86,null,10,'Carnarvon','Carnarvon',null,null,1,0,'IBRA');"
87,IBRA,11,Central Arnhem,"insert into regions values(87,null,11,'Central Arnhem','Central Arnhem',null,null,1,0,'IBRA');"
88,IBRA,12,Central Kimberley,"insert into regions values(88,null,12,'Central Kimberley','Central Kimberley',null,null,1,0,'IBRA');"
89,IBRA,13,Central Ranges,"insert into regions values(89,null,13,'Central Ranges','Central Ranges',null,null,1,0,'IBRA');"
90,IBRA,14,Channel Country,"insert into regions values(90,null,14,'Channel Country','Channel Country',null,null,1,0,'IBRA');"
91,IBRA,15,Central Mackay Coast,"insert into regions values(91,null,15,'Central Mackay Coast','Central Mackay Coast',null,null,1,0,'IBRA');"
92,IBRA,16,Coolgardie,"insert into regions values(92,null,16,'Coolgardie','Coolgardie',null,null,1,0,'IBRA');"
93,IBRA,17,Cobar Peneplain,"insert into regions values(93,null,17,'Cobar Peneplain','Cobar Peneplain',null,null,1,0,'IBRA');"
94,IBRA,18,Coral Sea,"insert into regions values(94,null,18,'Coral Sea','Coral Sea',null,null,1,0,'IBRA');"
95,IBRA,19,Cape York Peninsula,"insert into regions values(95,null,19,'Cape York Peninsula','Cape York Peninsula',null,null,1,0,'IBRA');"
96,IBRA,20,Daly Basin,"insert into regions values(96,null,20,'Daly Basin','Daly Basin',null,null,1,0,'IBRA');"
97,IBRA,21,Darwin Coastal,"insert into regions values(97,null,21,'Darwin Coastal','Darwin Coastal',null,null,1,0,'IBRA');"
98,IBRA,22,Dampierland,"insert into regions values(98,null,22,'Dampierland','Dampierland',null,null,1,0,'IBRA');"
99,IBRA,23,Desert Uplands,"insert into regions values(99,null,23,'Desert Uplands','Desert Uplands',null,null,1,0,'IBRA');"
100,IBRA,24,Davenport Murchison Ranges,"insert into regions values(100,null,24,'Davenport Murchison Ranges','Davenport Murchison Ranges',null,null,1,0,'IBRA');"
101,IBRA,25,Darling Riverine Plains,"insert into regions values(101,null,25,'Darling Riverine Plains','Darling Riverine Plains',null,null,1,0,'IBRA');"
102,IBRA,26,Einasleigh Uplands,"insert into regions values(102,null,26,'Einasleigh Uplands','Einasleigh Uplands',null,null,1,0,'IBRA');"
103,IBRA,27,Esperance Plains,"insert into regions values(103,null,27,'Esperance Plains','Esperance Plains',null,null,1,0,'IBRA');"
104,IBRA,28,Eyre Yorke Block,"insert into regions values(104,null,28,'Eyre Yorke Block','Eyre Yorke Block',null,null,1,0,'IBRA');"
105,IBRA,29,Finke,"insert into regions values(105,null,29,'Finke','Finke',null,null,1,0,'IBRA');"
106,IBRA,30,Flinders Lofty Block,"insert into regions values(106,null,30,'Flinders Lofty Block','Flinders Lofty Block',null,null,1,0,'IBRA');"
107,IBRA,31,Furneaux,"insert into regions values(107,null,31,'Furneaux','Furneaux',null,null,1,0,'IBRA');"
108,IBRA,32,Gascoyne,"insert into regions values(108,null,32,'Gascoyne','Gascoyne',null,null,1,0,'IBRA');"
109,IBRA,33,Gawler,"insert into regions values(109,null,33,'Gawler','Gawler',null,null,1,0,'IBRA');"
