name,id
"Yellow-tinted Honeyeater (Lichenostomus flavescens)","Lichenostomus_flavescens"
"Yellow-throated Honeyeater (Lichenostomus flavicollis)","Lichenostomus_flavicollis"
"Yellow Honeyeater (Lichenostomus flavus)","Lichenostomus_flavus"
"Bridled Honeyeater (Lichenostomus frenatus)","Lichenostomus_frenatus"
"Fuscous Honeyeater (Lichenostomus fuscus)","Lichenostomus_fuscus"
"Eungella Honeyeater (Lichenostomus hindwoodi)","Lichenostomus_hindwoodi"
"Grey-headed Honeyeater (Lichenostomus keartlandi)","Lichenostomus_keartlandi"
"White-eared Honeyeater (Lichenostomus leucotis)","Lichenostomus_leucotis"
"Yellow-tufted Honeyeater (Lichenostomus melanops)","Lichenostomus_melanops"
"Yellow-plumed Honeyeater (Lichenostomus ornatus)","Lichenostomus_ornatus"
"White-plumed Honeyeater (Lichenostomus penicillatus)","Lichenostomus_penicillatus"
"Grey-fronted Honeyeater (Lichenostomus plumulus)","Lichenostomus_plumulus"
"White-gaped Honeyeater (Lichenostomus unicolor)","Lichenostomus_unicolor"
"Varied Honeyeater (Lichenostomus versicolor)","Lichenostomus_versicolor"
"Singing Honeyeater (Lichenostomus virescens)","Lichenostomus_virescens"
"Brown Honeyeater (Lichmera indistincta)","Lichmera_indistincta"
"Broad-billed Sandpiper (Limicola falcinellus)","Limicola_falcinellus"
"Asian Dowitcher (Limnodromus semipalmatus)","Limnodromus_semipalmatus"
"Asiatic Dowitcher (Limnodromus semipalmatus)","Limnodromus_semipalmatus"
"Bar-tailed Godwit (Limosa lapponica)","Limosa_lapponica"
"Black-tailed Godwit (Limosa limosa)","Limosa_limosa"
"Chestnut-breasted Mannikin (Lonchura castaneothorax)","Lonchura_castaneothorax"
"Chestnut-breasted Munia (Lonchura castaneothorax)","Lonchura_castaneothorax"
"Barley Bird, Bullfinch (Lonchura castaneothorax)","Lonchura_castaneothorax"
"Yellow-rumped Mannikin (Lonchura flaviprymna)","Lonchura_flaviprymna"
"Yellow-rumped Munia (Lonchura flaviprymna)","Lonchura_flaviprymna"
"Nutmeg Mannikin (Lonchura punctulata)","Lonchura_punctulata"
"Nutmeg Munia (Lonchura punctulata)","Lonchura_punctulata"
"Nutmeg Mannikini (Lonchura punctulata)","Lonchura_punctulata"
"Spice Finch (Lonchura punctulata)","Lonchura_punctulata"
"Scaly-breasted Munia (Lonchura punctulata)","Lonchura_punctulata"
"Major Mitchell's Cockatoo (Lophochroa leadbeateri)","Lophochroa_leadbeateri"
"Leadbeater's Cockatoo (Lophochroa leadbeateri)","Lophochroa_leadbeateri"
"Pink Cockatoo (Lophochroa leadbeateri)","Lophochroa_leadbeateri"
"Major Mitchell Cockatoo (Lophochroa leadbeateri)","Lophochroa_leadbeateri"
"Square-tailed Kite (Lophoictinia isura)","Lophoictinia_isura"
"Tailed Kite (Lophoictinia isura)","Lophoictinia_isura"
"Topknot Pigeon (Lopholaimus antarcticus)","Lopholaimus_antarcticus"
"Flock Pigeon (Lopholaimus antarcticus)","Lopholaimus_antarcticus"
"Kerguelen Petrel (Lugensa brevirostris)","Lugensa_brevirostris"
"Yellow-breasted Boatbill (Machaerirhynchus flaviventer)","Machaerirhynchus_flaviventer"
"Southern Giant-petrel (Macronectes giganteus)","Macronectes_giganteus"
"Antarctic Giant-petrel (Macronectes giganteus)","Macronectes_giganteus"
"Southern Giant Petrel (Macronectes giganteus)","Macronectes_giganteus"
"Northern Giant-petrel (Macronectes halli)","Macronectes_halli"
"Hall's Giant-petrel (Macronectes halli)","Macronectes_halli"
"Northern Giant Petrel (Macronectes halli)","Macronectes_halli"
"Brown Cuckoo-dove (Macropygia amboinensis)","Macropygia_amboinensis"
"Pink-eared Duck (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Pink-ear (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Pink-eyed Duck (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Whistling Teal (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Widgeon (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Zebra Duck (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Zebra Teal (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Pink-eared Duck Family (Malacorhynchus membranaceus)","Malacorhynchus_membranaceus"
"Lovely Fairy-wren (Malurus amabilis)","Malurus_amabilis"
"Lovely Fairywren (Malurus amabilis)","Malurus_amabilis"
"Purple-crowned Fairy-wren (Malurus coronatus)","Malurus_coronatus"
"Lilac-crowned Wren (Malurus coronatus)","Malurus_coronatus"
"Purple-crowned Fairywren (Malurus coronatus)","Malurus_coronatus"
"Superb Fairy-wren (Malurus cyaneus)","Malurus_cyaneus"
"Superb Fairywren (Malurus cyaneus)","Malurus_cyaneus"
"Wren (Malurus cyaneus)","Malurus_cyaneus"
"Blue Bonnet, Blue Wren, Jenny Wren (Malurus cyaneus)","Malurus_cyaneus"
"Red-winged Fairy-wren (Malurus elegans)","Malurus_elegans"
"Red-winged Fairywren (Malurus elegans)","Malurus_elegans"
"Variegated Fairy-wren (Malurus lamberti)","Malurus_lamberti"
"Lambert Wren, Lavender-flanked Wren (Malurus lamberti)","Malurus_lamberti"
"Variegated Fairywren (Malurus lamberti)","Malurus_lamberti"
"White-winged Fairy-wren (Malurus leucopterus)","Malurus_leucopterus"
"White-winged Fairywren (Malurus leucopterus)","Malurus_leucopterus"
"Red-backed Fairy-wren (Malurus melanocephalus)","Malurus_melanocephalus"
"Red-backed Fairywren (Malurus melanocephalus)","Malurus_melanocephalus"
"Blue-breasted Fairy-wren (Malurus pulcherrimus)","Malurus_pulcherrimus"
"Blue-breasted Fairywren (Malurus pulcherrimus)","Malurus_pulcherrimus"
"Splendid Fairy-wren (Malurus splendens)","Malurus_splendens"
"Banded Blue Wren, Superb Warbler (Malurus splendens)","Malurus_splendens"
"Splendid Blue Wren (Malurus splendens)","Malurus_splendens"
"Splendid Fairywren (Malurus splendens)","Malurus_splendens"
"Yellow-throated Miner (Manorina flavigula)","Manorina_flavigula"
"Noisy Miner (Manorina melanocephala)","Manorina_melanocephala"
"Bell Miner (Manorina melanophrys)","Manorina_melanophrys"
"Black-eared Miner (Manorina melanotis)","Manorina_melanotis"
"Little Grassbird (Megalurus gramineus)","Megalurus_gramineus"
"Tawny Grassbird (Megalurus timoriensis)","Megalurus_timoriensis"
"Orange-footed Scrubfowl (Megapodius reinwardt)","Megapodius_reinwardt"
"Jungle-fowl (Megapodius reinwardt)","Megapodius_reinwardt"
"Scrub Hen (Megapodius reinwardt)","Megapodius_reinwardt"
"Orange-footed Scrub Fowl (Megapodius reinwardt)","Megapodius_reinwardt"
"Scrubfowl (Megapodius reinwardt)","Megapodius_reinwardt"
"Jungle-fowl, Scrub-hen (Megapodius reinwardt)","Megapodius_reinwardt"
"Orange-footed Megapode (Megapodius reinwardt)","Megapodius_reinwardt"
"Hooded Robin (Melanodryas cucullata)","Melanodryas_cucullata"
"Pied Robin, Black Robin (Melanodryas cucullata)","Melanodryas_cucullata"
"Dusky Robin (Melanodryas vittata)","Melanodryas_vittata"
"Wild Turkey (Meleagris gallopavo)","Meleagris_gallopavo"
"Turkey (Meleagris gallopavo)","Meleagris_gallopavo"
"White-lined Honeyeater (Meliphaga albilineata)","Meliphaga_albilineata"
"Kimberley Honeyeater (Meliphaga fordiana)","Meliphaga_fordiana"
"Graceful Honeyeater (Meliphaga gracilis)","Meliphaga_gracilis"
"Lewin's Honeyeater (Meliphaga lewinii)","Meliphaga_lewinii"
"Yellow-spotted Honeyeater (Meliphaga notata)","Meliphaga_notata"
"Black-headed Honeyeater (Melithreptus affinis)","Melithreptus_affinis"
"White-throated Honeyeater (Melithreptus albogularis)","Melithreptus_albogularis"
"Brown-headed Honeyeater (Melithreptus brevirostris)","Melithreptus_brevirostris"
"Black-chinned Honeyeater (Melithreptus gularis)","Melithreptus_gularis"
"White-naped Honeyeater (Melithreptus lunatus)","Melithreptus_lunatus"
"Strong-billed Honeyeater (Melithreptus validirostris)","Melithreptus_validirostris"
"Budgerigar (Melopsittacus undulatus)","Melopsittacus_undulatus"
"Budgie, Budgerygah (Melopsittacus undulatus)","Melopsittacus_undulatus"
"Albert's Lyrebird (Menura alberti)","Menura_alberti"
"Superb Lyrebird (Menura novaehollandiae)","Menura_novaehollandiae"
"Lyretail, Native Pheasant (Menura novaehollandiae)","Menura_novaehollandiae"
"Rainbow Bee-eater (Merops ornatus)","Merops_ornatus"
"Little Pied Cormorant (Microcarbo melanoleucos)","Microcarbo_melanoleucos"
"Jacky Winter (Microeca fascinans)","Microeca_fascinans"
"Jacky-winter (Microeca fascinans)","Microeca_fascinans"
"Lemon-bellied Flycatcher (Microeca flavigaster)","Microeca_flavigaster"
"Lemon-bellied Flyrobin (Microeca flavigaster)","Microeca_flavigaster"
"Yellow-legged Flycatcher (Microeca griseoceps)","Microeca_griseoceps"
"Yellow-legged Flyrobin (Microeca griseoceps)","Microeca_griseoceps"
"Black Kite (Milvus migrans)","Milvus_migrans"
"Black (yellow-billed) Kite (Milvus migrans)","Milvus_migrans"
"Horsfield's Bushlark (Mirafra javanica)","Mirafra_javanica"
"Horsfield's Bush Lark (Mirafra javanica)","Mirafra_javanica"
"Singing Bushlark (Mirafra javanica)","Mirafra_javanica"
"Australasian Lark (Mirafra javanica)","Mirafra_javanica"
"Horsfields Bushlark (Mirafra javanica)","Mirafra_javanica"
"Black-winged Monarch (Monarcha frater)","Monarcha_frater"
"Black-faced Monarch (Monarcha melanopsis)","Monarcha_melanopsis"
"Australasian Gannet (Morus serrator)","Morus_serrator"
"Australian Gannet (Morus serrator)","Morus_serrator"
"Grey Wagtail (Motacilla cinerea)","Motacilla_cinerea"
"Gray Wagtail (Motacilla cinerea)","Motacilla_cinerea"
"Eastern Yellow Wagtail (Motacilla tschutschensis)","Motacilla_tschutschensis"
"Alaska Yellow-wagtail (Motacilla tschutschensis)","Motacilla_tschutschensis"
"Shining Flycatcher (Myiagra alecto)","Myiagra_alecto"
"Satin Flycatcher (Myiagra cyanoleuca)","Myiagra_cyanoleuca"
"Restless Flycatcher (Myiagra inquieta)","Myiagra_inquieta"
"Leaden Flycatcher (Myiagra rubecula)","Myiagra_rubecula"
"Broad-billed Flycatcher (Myiagra ruficollis)","Myiagra_ruficollis"
"Red-headed Honeyeater (Myzomela erythrocephala)","Myzomela_erythrocephala"
"Red-headed Myzomela (Myzomela erythrocephala)","Myzomela_erythrocephala"
"Dusky Honeyeater (Myzomela obscura)","Myzomela_obscura"
"Dusky Myzomela (Myzomela obscura)","Myzomela_obscura"
"Scarlet Honeyeater (Myzomela sanguinolenta)","Myzomela_sanguinolenta"
"Crimson Honeyeater (Myzomela sanguinolenta)","Myzomela_sanguinolenta"
"Scarlet Myzomela (Myzomela sanguinolenta)","Myzomela_sanguinolenta"
"Olive-backed Sunbird (Nectarinia jugularis)","Nectarinia_jugularis"
"Yellow-bellied Sunbird (Nectarinia jugularis)","Nectarinia_jugularis"
"Olive-backed Sunbird, Yellow-bellied Sunbird (Nectarinia jugularis)","Nectarinia_jugularis"
"Yellow-breasted Sunbird (Nectarinia jugularis)","Nectarinia_jugularis"
"Plum-headed Finch (Neochmia modesta)","Neochmia_modesta"
"Crimson Finch (Neochmia phaeton)","Neochmia_phaeton"
"Star Finch (Neochmia ruficauda)","Neochmia_ruficauda"
"Red-browed Finch (Neochmia temporalis)","Neochmia_temporalis"
"Red-browed Firetail (Neochmia temporalis)","Neochmia_temporalis"
"Orange-bellied Parrot (Neophema chrysogaster)","Neophema_chrysogaster"
"Orange-bellied Parakeet (Neophema chrysogaster)","Neophema_chrysogaster"
"Blue-winged Parrot (Neophema chrysostoma)","Neophema_chrysostoma"
"Blue-banded Parrot, Blue-banded Grass-parrot, Blue-winged Grass-parakeet. (Neophema chrysostoma)","Neophema_chrysostoma"
"Elegant Parrot (Neophema elegans)","Neophema_elegans"
"Rock Parrot (Neophema petrophila)","Neophema_petrophila"
"Turquoise Parrot (Neophema pulchella)","Neophema_pulchella"
"Turquoise Grass-parakeet (Neophema pulchella)","Neophema_pulchella"
"Beautiful Parrot (Neophema pulchella)","Neophema_pulchella"
"Turquoise Parakeet (Neophema pulchella)","Neophema_pulchella"
"Scarlet-chested Parrot (Neophema splendida)","Neophema_splendida"
"Splendid Grass-parakeet (Neophema splendida)","Neophema_splendida"
"Scarlet-chested Parakeet (Neophema splendida)","Neophema_splendida"
"Splendid Parakeet (Neophema splendida)","Neophema_splendida"
"Splendid Parrot, Splendid Grass Parrot (Neophema splendida)","Neophema_splendida"
"Bourke's Parrot (Neopsephotus bourkii)","Neopsephotus_bourkii"
"Pink-bellied Parrot, Blue-vented Parakeet (Neopsephotus bourkii)","Neopsephotus_bourkii"
"Cotton Pygmy-goose (Nettapus coromandelianus)","Nettapus_coromandelianus"
"Cotton Teal (Nettapus coromandelianus)","Nettapus_coromandelianus"
"White Pygmy Goose (Nettapus coromandelianus)","Nettapus_coromandelianus"
"White-quilled Dwarf Goose (Nettapus coromandelianus)","Nettapus_coromandelianus"
"White-quilled Goose-teal (Nettapus coromandelianus)","Nettapus_coromandelianus"
"White-quilled Pygmy Goose (Nettapus coromandelianus)","Nettapus_coromandelianus"
"Cotton Pygmy Goose (Nettapus coromandelianus)","Nettapus_coromandelianus"
"Green Pygmy-goose (Nettapus pulchellus)","Nettapus_pulchellus"
"Goose Teal (Nettapus pulchellus)","Nettapus_pulchellus"
"Green Dwarf Goose (Nettapus pulchellus)","Nettapus_pulchellus"
"Green Goose (Nettapus pulchellus)","Nettapus_pulchellus"
"Green Goose-teal (Nettapus pulchellus)","Nettapus_pulchellus"
"Green Teal (Nettapus pulchellus)","Nettapus_pulchellus"
"Pygmy Goose (Nettapus pulchellus)","Nettapus_pulchellus"
"Green Pygmy Goose (Nettapus pulchellus)","Nettapus_pulchellus"
"Barking Owl (Ninox connivens)","Ninox_connivens"
"Barking Boobook (Ninox connivens)","Ninox_connivens"
"Southern Boobook (Ninox novaeseelandiae)","Ninox_novaeseelandiae"
"Morepork (Ninox novaeseelandiae)","Ninox_novaeseelandiae"
"Mopoke, Marbled Owl, Spotted Owl (Ninox novaeseelandiae)","Ninox_novaeseelandiae"
"New Zealand Boobook Owl (Ninox novaeseelandiae)","Ninox_novaeseelandiae"
"Boobook Owl (Ninox novaeseelandiae)","Ninox_novaeseelandiae"
"Rufous Owl (Ninox rufa)","Ninox_rufa"
"Rufous Boobook (Ninox rufa)","Ninox_rufa"
"Powerful Owl (Ninox strenua)","Ninox_strenua"
"Powerful Boobook (Ninox strenua)","Ninox_strenua"
"Eagle Owl (Ninox strenua)","Ninox_strenua"
"Blue Bonnet (Northiella haematogaster)","Northiella_haematogaster"
"Bluebonnet (Northiella haematogaster)","Northiella_haematogaster"
"Eastern Curlew (Numenius madagascariensis)","Numenius_madagascariensis"
"Far Eastern Curlew (Numenius madagascariensis)","Numenius_madagascariensis"
"Little Curlew (Numenius minutus)","Numenius_minutus"
"Little Whimbrel (Numenius minutus)","Numenius_minutus"
"Whimbrel (Numenius phaeopus)","Numenius_phaeopus"
"Helmeted Guineafowl (Numida meleagris)","Numida_meleagris"
"Tufted Guineafowl (Numida meleagris)","Numida_meleagris"
"Nankeen Night-heron (Nycticorax caledonicus)","Nycticorax_caledonicus"
"Nankeen Night Heron (Nycticorax caledonicus)","Nycticorax_caledonicus"
"Nankeen Night-Heron (Nycticorax caledonicus)","Nycticorax_caledonicus"
"Rufous Night Heron (Nycticorax caledonicus)","Nycticorax_caledonicus"
"Rufous Night-heron (Nycticorax caledonicus)","Nycticorax_caledonicus"
"Cockatiel (Nymphicus hollandicus)","Nymphicus_hollandicus"
"Quarrion (Nymphicus hollandicus)","Nymphicus_hollandicus"
"Wilson's Storm-petrel (Oceanites oceanicus)","Oceanites_oceanicus"
"Wilson's Storm Petrel (Oceanites oceanicus)","Oceanites_oceanicus"
"Wilsons Storm-petrel (Oceanites oceanicus)","Oceanites_oceanicus"
"Crested Pigeon (Ocyphaps lophotes)","Ocyphaps_lophotes"
"Crested Bronzewing (Ocyphaps lophotes)","Ocyphaps_lophotes"
"Bridled Tern (Onychoprion anaethetus)","Onychoprion_anaethetus"
"Sooty Tern (Onychoprion fuscata)","Onychoprion_fuscata"
"Crested Bellbird (Oreoica gutturalis)","Oreoica_gutturalis"
"Fernwren (Oreoscopus gutturalis)","Oreoscopus_gutturalis"
"Rockwarbler (Origma solitaria)","Origma_solitaria"
"Origma (Origma solitaria)","Origma_solitaria"
"Rock Warbler (Origma solitaria)","Origma_solitaria"
"Yellow Oriole (Oriolus flavocinctus)","Oriolus_flavocinctus"
"Green Oriole (Oriolus flavocinctus)","Oriolus_flavocinctus"
"Olive-backed Oriole (Oriolus sagittatus)","Oriolus_sagittatus"
"Chowchilla (Orthonyx spaldingii)","Orthonyx_spaldingii"
"Australian Logrunner (Orthonyx temminckii)","Orthonyx_temminckii"
"Logrunner (Orthonyx temminckii)","Orthonyx_temminckii"
"Southern Logrunner (Orthonyx temminckii)","Orthonyx_temminckii"
"Spinetail (Orthonyx temminckii)","Orthonyx_temminckii"
"Blue-billed Duck (Oxyura australis)","Oxyura_australis"
"Blue-bill (Oxyura australis)","Oxyura_australis"
"Diving Duck (Oxyura australis)","Oxyura_australis"
"Little Musk Duck (Oxyura australis)","Oxyura_australis"
"Spinetail (Oxyura australis)","Oxyura_australis"
"Spiny-tailed Duck (Oxyura australis)","Oxyura_australis"
"Stiff-tailed Duck (Oxyura australis)","Oxyura_australis"
"Blue Bill, Stiff Tail, Spinetail, Little Musk Duck. (Oxyura australis)","Oxyura_australis"
"Pachycephala griseiceps","Pachycephala_griseiceps"
"Gilbert's Whistler (Pachycephala inornata)","Pachycephala_inornata"
"White-breasted Whistler (Pachycephala lanioides)","Pachycephala_lanioides"
"Mangrove Golden Whistler (Pachycephala melanura)","Pachycephala_melanura"
"Black-tailed Whistler (Pachycephala melanura)","Pachycephala_melanura"
"Olive Whistler (Pachycephala olivacea)","Pachycephala_olivacea"
"Golden Whistler (Pachycephala pectoralis)","Pachycephala_pectoralis"
"Australian Golden Whistler (Pachycephala pectoralis)","Pachycephala_pectoralis"
"Rufous Whistler (Pachycephala rufiventris)","Pachycephala_rufiventris"
"Red-lored Whistler (Pachycephala rufogularis)","Pachycephala_rufogularis"
"Grey Whistler (Pachycephala simplex)","Pachycephala_simplex"
"Slender-billed Prion (Pachyptila belcheri)","Pachyptila_belcheri"
"Thin-billed Prion (Pachyptila belcheri)","Pachyptila_belcheri"
"Antarctic Prion (Pachyptila desolata)","Pachyptila_desolata"
"Dove Prion (Pachyptila desolata)","Pachyptila_desolata"
"Salvin's Prion (Pachyptila salvini)","Pachyptila_salvini"
"Medium-billed Prion (Pachyptila salvini)","Pachyptila_salvini"
"Fairy Prion (Pachyptila turtur)","Pachyptila_turtur"
"Broad-billed Prion (Pachyptila vittata)","Pachyptila_vittata"
"Eastern Osprey (Pandion cristatus)","Pandion_cristatus"
"Osprey (Pandion haliaetus)","Pandion_haliaetus"
"Fish Hawk, White-headed Osprey (Pandion haliaetus)","Pandion_haliaetus"
"Spotted Pardalote (Pardalotus punctatus)","Pardalotus_punctatus"
"Forty-spotted Pardalote (Pardalotus quadragintus)","Pardalotus_quadragintus"
"Red-browed Pardalote (Pardalotus rubricatus)","Pardalotus_rubricatus"
"Striated Pardalote (Pardalotus striatus)","Pardalotus_striatus"
"House Sparrow (Passer domesticus)","Passer_domesticus"
"English Sparrow (Passer domesticus)","Passer_domesticus"
"Europese Huismuis (Passer domesticus)","Passer_domesticus"
"Town Sparrow (Passer domesticus)","Passer_domesticus"
"Eurasian Tree Sparrow (Passer montanus)","Passer_montanus"
"Tree Sparrow (Passer montanus)","Passer_montanus"
"Indian Peafowl (Pavo cristatus)","Pavo_cristatus"
"Common Peafowl (Pavo cristatus)","Pavo_cristatus"
"Peafowl (Pavo cristatus)","Pavo_cristatus"
"Plains-wanderer (Pedionomus torquatus)","Pedionomus_torquatus"
"White-faced Storm-petrel (Pelagodroma marina)","Pelagodroma_marina"
"White-faced Storm Petrel (Pelagodroma marina)","Pelagodroma_marina"
"Common Diving-petrel (Pelecanoides urinatrix)","Pelecanoides_urinatrix"
"Common Diving Petrel (Pelecanoides urinatrix)","Pelecanoides_urinatrix"
"Australian Pelican (Pelecanus conspicillatus)","Pelecanus_conspicillatus"
"Peltohyas australis","Peltohyas_australis"
"Mangrove Robin (Peneoenanthe pulverulenta)","Peneoenanthe_pulverulenta"
"Fairy Martin (Petrochelidon ariel)","Petrochelidon_ariel"
"Tree Martin (Petrochelidon nigricans)","Petrochelidon_nigricans"
"Scarlet Robin (Petroica boodang)","Petroica_boodang"
"Robin Redbreast, White-capped Robin (Petroica boodang)","Petroica_boodang"
"Red-capped Robin (Petroica goodenovii)","Petroica_goodenovii"
"Redhead (Petroica goodenovii)","Petroica_goodenovii"
"Pacific Robin (Petroica multicolor)","Petroica_multicolor"
"Scarlet Robin (Petroica multicolor)","Petroica_multicolor"
"Flame Robin (Petroica phoenicea)","Petroica_phoenicea"
"Robin Redbreast (Petroica phoenicea)","Petroica_phoenicea"
"Pink Robin (Petroica rodinogaster)","Petroica_rodinogaster"
"Rose Robin (Petroica rosea)","Petroica_rosea"
"Rose-breasted Robin (Petroica rosea)","Petroica_rosea"
"White-quilled Rock-pigeon (Petrophassa albipennis)","Petrophassa_albipennis"
"White-quilled Rock Pigeon (Petrophassa albipennis)","Petrophassa_albipennis"
"Chestnut-quilled Rock-pigeon (Petrophassa rufipennis)","Petrophassa_rufipennis"
"Chestnut-quilled Rock Pigeon (Petrophassa rufipennis)","Petrophassa_rufipennis"
"Night Parrot (Pezoporus occidentalis)","Pezoporus_occidentalis"
"Australian Parrot (Pezoporus occidentalis)","Pezoporus_occidentalis"
"Ground Parrot (Pezoporus wallicus)","Pezoporus_wallicus"
"Ground Parakeet (Pezoporus wallicus)","Pezoporus_wallicus"
"Swamp Parakeet (Pezoporus wallicus)","Pezoporus_wallicus"
"White-tailed Tropicbird (Phaethon lepturus)","Phaethon_lepturus"
"Bosunbird (Phaethon lepturus)","Phaethon_lepturus"
"Red-tailed Tropicbird (Phaethon rubricauda)","Phaethon_rubricauda"
"White-tailed Bosunbird (Phaethon rubricauda)","Phaethon_rubricauda"
"Great Cormorant (Phalacrocorax carbo)","Phalacrocorax_carbo"
"Black Shag (Phalacrocorax carbo)","Phalacrocorax_carbo"
"Cormorant (Phalacrocorax carbo)","Phalacrocorax_carbo"
"White-breasted Cormorant (Phalacrocorax carbo)","Phalacrocorax_carbo"
"Black Cormorant (Phalacrocorax carbo)","Phalacrocorax_carbo"
"Black-faced Cormorant (Phalacrocorax fuscescens)","Phalacrocorax_fuscescens"
"Black-faced Shag (Phalacrocorax fuscescens)","Phalacrocorax_fuscescens"
"Little Black Cormorant (Phalacrocorax sulcirostris)","Phalacrocorax_sulcirostris"
"Little Black Shag (Phalacrocorax sulcirostris)","Phalacrocorax_sulcirostris"
"Little Black Cormorants (Phalacrocorax sulcirostris)","Phalacrocorax_sulcirostris"
"Pied Cormorant (Phalacrocorax varius)","Phalacrocorax_varius"
"Australian Pied Cormorant (Phalacrocorax varius)","Phalacrocorax_varius"
"Pied Shag (Phalacrocorax varius)","Phalacrocorax_varius"
"Large Pied Cormorant (Phalacrocorax varius)","Phalacrocorax_varius"
"Red-necked Phalarope (Phalaropus lobatus)","Phalaropus_lobatus"
"Common Bronzewing (Phaps chalcoptera)","Phaps_chalcoptera"
"Bronzewing Pigeon (Phaps chalcoptera)","Phaps_chalcoptera"
"Common Bronzewing Pigeon (Phaps chalcoptera)","Phaps_chalcoptera"
"Brush Bronzewing (Phaps elegans)","Phaps_elegans"
"Brush Bronzewing (abrolhos Pop) (Phaps elegans)","Phaps_elegans"
"Flock Bronzewing (Phaps histrionica)","Phaps_histrionica"
"Common Pheasant (Phasianus colchicus)","Phasianus_colchicus"
"Mongolian Pheasant (Phasianus colchicus)","Phasianus_colchicus"
"Ring-necked Pheasant (Phasianus colchicus)","Phasianus_colchicus"
"Versicolor Pheasant (Phasianus colchicus)","Phasianus_colchicus"
"Pheasant (Phasianus colchicus)","Phasianus_colchicus"
"Silver-crowned Friarbird (Philemon argenticeps)","Philemon_argenticeps"
"Helmeted Friarbird (Philemon buceroides)","Philemon_buceroides"
"Little Friarbird (Philemon citreogularis)","Philemon_citreogularis"
"Noisy Friarbird (Philemon corniculatus)","Philemon_corniculatus"
"Noisy Friar Bird (Philemon corniculatus)","Philemon_corniculatus"
"Ruff (Philomachus pugnax)","Philomachus_pugnax"
"Sooty Albatross (Phoebetria fusca)","Phoebetria_fusca"
"Dark-mantled Sooty Albatross (Phoebetria fusca)","Phoebetria_fusca"
"Light-mantled Sooty Albatross (Phoebetria palpebrata)","Phoebetria_palpebrata"
"Light-mantled Albatross (Phoebetria palpebrata)","Phoebetria_palpebrata"
"Trumpet Manucode (Phonygammus keraudrenii)","Phonygammus_keraudrenii"
"White-fronted Honeyeater (Phylidonyris albifrons)","Phylidonyris_albifrons"
"White-cheeked Honeyeater (Phylidonyris niger)","Phylidonyris_niger"
"New Holland Honeyeater (Phylidonyris novaehollandiae)","Phylidonyris_novaehollandiae"
"Crescent Honeyeater (Phylidonyris pyrrhoptera)","Phylidonyris_pyrrhoptera"
"Red-bellied Pitta (Pitta erythrogaster)","Pitta_erythrogaster"
"Rainbow Pitta (Pitta iris)","Pitta_iris"
"Noisy Pitta (Pitta versicolor)","Pitta_versicolor"
"Yellow-billed Spoonbill (Platalea flavipes)","Platalea_flavipes"
"Yellow-legged Spoonbill (Platalea flavipes)","Platalea_flavipes"
"Royal Spoonbill (Platalea regia)","Platalea_regia"
"Pale-headed Rosella (Platycercus adscitus)","Platycercus_adscitus"
"White-cheeked Rosella (Platycercus adscitus)","Platycercus_adscitus"
"Headed Rosella (Platycercus adscitus)","Platycercus_adscitus"
"Green Rosella (Platycercus caledonicus)","Platycercus_caledonicus"
"Crimson Rosella (Platycercus elegans)","Platycercus_elegans"
"Eastern Rosella (Platycercus eximius)","Platycercus_eximius"
"Western Rosella (Platycercus icterotis)","Platycercus_icterotis"
"Northern Rosella (Platycercus venustus)","Platycercus_venustus"
"Striped Honeyeater (Plectorhyncha lanceolata)","Plectorhyncha_lanceolata"
"Glossy Ibis (Plegadis falcinellus)","Plegadis_falcinellus"
"American Golden Plover (Pluvialis dominicus)","Pluvialis_dominicus"
"American Golden-plover (Pluvialis dominicus)","Pluvialis_dominicus"
"Lesser Golden Plover (Pluvialis dominicus)","Pluvialis_dominicus"
"Pacific Golden Plover (Pluvialis fulva)","Pluvialis_fulva"
"Pacific Golden-plover (Pluvialis fulva)","Pluvialis_fulva"
"Grey Plover (Pluvialis squatarola)","Pluvialis_squatarola"
"Black-bellied Plover (Pluvialis squatarola)","Pluvialis_squatarola"
"Marbled Frogmouth (Podargus ocellatus)","Podargus_ocellatus"
"Papuan Frogmouth (Podargus papuensis)","Podargus_papuensis"
"Tawny Frogmouth (Podargus strigoides)","Podargus_strigoides"
"Eulenschwalm (Podargus strigoides)","Podargus_strigoides"
"Tawny Frogmouth - Baby (Podargus strigoides)","Podargus_strigoides"
"Great Crested Grebe (Podiceps cristatus)","Podiceps_cristatus"
"Buff-sided Robin (Poecilodryas cerviniventris)","Poecilodryas_cerviniventris"
"White-browed Robin (Poecilodryas superciliosa)","Poecilodryas_superciliosa"
"Long-tailed Finch (Poephila acuticauda)","Poephila_acuticauda"
"Violet-eared Waxbill (Poephila acuticauda)","Poephila_acuticauda"
"Black-throated Finch (Poephila cincta)","Poephila_cincta"
"Masked Finch (Poephila personata)","Poephila_personata"
